time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1632768500618367362,22.25,1632768498858375402,32.25,1632768499738378789,30.5,1632768500618362862,31.375,True,True,3.0,2.6203668117523193
1632768503658548872,22.25,1632768501898419358,32.312,1632768502778379172,30.625,1632768503658543816,31.4685,True,True,3.0,2.6601061820983887
1632768506618391164,22.25,1632768504868411029,32.437,1632768505738891770,30.687,1632768506618386183,31.561999999999998,False,True,3.0,2.6195170879364014
1632768509658395436,22.25,1632768507898422513,32.562,1632768508778384845,30.75,1632768509658389862,31.656,False,True,3.0,2.6590707302093506
1632768512618895627,22.25,1632768510858399859,32.687,1632768511738898017,30.875,1632768512618890886,31.781,False,True,3.0,2.61934232711792
1632768515658386905,22.25,1632768513898417538,32.812,1632768514778392944,31.0,1632768515658381294,31.906,False,True,3.0,2.6582117080688477
1632768518618393677,22.25,1632768516858440458,32.875,1632768517738408845,31.062,1632768518618388733,31.9685,False,True,3.0,2.617844581604004
1632768521658386690,22.25,1632768519898390804,33.0,1632768520778635521,31.125,1632768521658381375,32.0625,False,True,3.0,2.6573894023895264
1632768524618379239,22.25,1632768522858396539,33.062,1632768523738431259,31.187,1632768524618374184,32.1245,False,True,3.0,2.616969585418701
1632768527658388400,22.25,1632768525898373200,33.125,1632768526788381522,31.312,1632768527658383140,32.2185,False,True,3.0,2.65653395652771
1632768530618430097,22.25,1632768528858410971,33.187,1632768529738408506,31.375,1632768530618424523,32.281,False,True,3.0,2.616140842437744
1632768533658403387,22.25,1632768531897879176,33.187,1632768532788375380,31.437,1632768533658398239,32.312,True,True,3.0,2.655672311782837
1632768536618391345,22.25,1632768534858388978,33.25,1632768535738964857,31.5,1632768536618386456,32.375,True,True,3.0,2.6152358055114746
1632768539658390950,22.25,1632768537898394249,33.375,1632768538778381563,31.562,1632768539658385838,32.4685,False,True,3.0,2.654791831970215
1632768542618410425,22.25,1632768540868391919,33.5,1632768541738105931,31.687,1632768542618405499,32.5935,False,True,3.0,2.6144027709960938
1632768545658390808,22.25,1632768543898393515,33.625,1632768544778388958,31.75,1632768545658385604,32.6875,False,True,3.0,2.6541903018951416
1632768548618393598,22.25,1632768546858388768,33.75,1632768547738178825,31.875,1632768548618388320,32.8125,False,True,3.0,2.6136300563812256
1632768551658391018,22.25,1632768549898388614,33.812,1632768550778419464,31.937,1632768551658385851,32.8745,False,True,3.0,2.6532740592956543
1632768554618411086,22.25,1632768552859785996,33.875,1632768553748418097,32.0,1632768554618406123,32.9375,False,True,3.0,2.612861394882202
1632768557738392135,22.25,1632768555948480758,34.0,1632768556858372026,32.125,1632768557738387246,33.0625,False,True,3.0,2.7323498725891113
1632768560618382037,22.25,1632768558858387707,34.0,1632768559738454390,32.187,1632768560618377037,33.0935,False,True,3.0,2.6119837760925293
1632768563658424734,22.25,1632768561898547440,34.062,1632768562778263997,32.25,1632768563658419753,33.156,False,True,3.0,2.651585817337036
1632768566618401877,22.25,1632768564858392973,34.125,1632768565738380175,32.312,1632768566618396803,33.2185,True,True,3.0,2.6111440658569336
1632768569658385630,22.25,1632768567898382300,34.187,1632768568778361428,32.375,1632768569658380334,33.281,True,True,3.0,2.6506874561309814
